epoch,train_mse,val_mse
1.0,0.15447507301966348,0.1273619458079338
2.0,0.14373130351305008,0.04369272291660309
3.0,0.07566648411254089,0.07647450268268585
4.0,0.0840835136671861,0.05769949406385422
5.0,0.05793574328223864,0.03503039665520191
6.0,0.04821000434458256,0.03869493864476681
7.0,0.04659536542991797,0.03400874324142933
8.0,0.04445765167474747,0.03434431366622448
9.0,0.04439698873708645,0.03413613699376583
10.0,0.04101820010691881,0.03286878019571304
11.0,0.040072109860678516,0.03231892269104719
12.0,0.04287063951293627,0.032012421637773514
13.0,0.04085504449903965,0.031797535717487335
14.0,0.04071352196236452,0.031447986140847206
15.0,0.039512805019815765,0.031018507666885853
16.0,0.04182033675412337,0.030268116854131222
17.0,0.04017370628813902,0.029636256396770477
18.0,0.03779008177419504,0.02950885519385338
19.0,0.03773099618653456,0.02880499418824911
20.0,0.036695705726742744,0.028588748537003994
21.0,0.03893880546092987,0.028386633843183517
22.0,0.03508666126678387,0.027943226508796215
23.0,0.0367852176229159,0.027390265837311745
24.0,0.03675041658182939,0.026998204179108143
25.0,0.0334924121076862,0.02606620267033577
26.0,0.03300484549254179,0.02511017397046089
27.0,0.03244102622071902,0.023905804380774498
28.0,0.029553629457950592,0.02279323898255825
29.0,0.029416619179149468,0.021229200065135956
30.0,0.025263548052559297,0.019755471497774124
